State,County,Cases,Population,per_gop,per_dem,cases_per_pop
Indiana,Ohio,219,"5,875",0.728178422,0.251783086,0.037276596
Kentucky,Christian,2626,"70,461",0.661864279,0.325947939,0.037268844
Mississippi,Warren,1691,"45,381",0.483697193,0.504725451,0.03726229
Virginia,Danville,1492,"40,044",0.705964221,0.282154859,0.037259015
Kentucky,McLean,343,"9,207",0.721757619,0.257406095,0.037254263
Missouri,Maries,324,"8,697",0.80779404,0.179333451,0.037254226
Nebraska,Cedar,313,"8,402",0.835468375,0.145116093,0.037253035
Missouri,Barry,1333,"35,789",0.795658299,0.188780738,0.037246081
Iowa,Decatur,293,"7,870",0.667868951,0.316300972,0.037229987
North Carolina,Alexander,1396,"37,497",0.785586481,0.204423459,0.037229645
Texas,Cottle,52,"1,398",0.816541353,0.169924812,0.037195994
Indiana,DeKalb,1617,"43,475",0.778301887,0.198113208,0.03719379
Texas,Midland,6576,"176,832",0.773811955,0.208639706,0.037187839
Wyoming,Washakie,290,"7,805",0.808823529,0.16226321,0.037155669
Georgia,Lanier,387,"10,423",0.701621924,0.284955257,0.037129425
Georgia,Cherokee,9602,"258,773",0.687934826,0.295183889,0.03710588
Maryland,Baltimore City,22010,"593,490",0.704576659,0.272463768,0.037085713
Colorado,Washington,182,"4,908",0.862045532,0.123343527,0.037082315
Kansas,Franklin,947,"25,544",0.557727419,0.410804425,0.037073285
Colorado,Phillips,158,"4,265",0.790329134,0.193823649,0.037045721
Georgia,Fannin,970,"26,188",0.81915683,0.173423272,0.037039866
Missouri,Caldwell,334,"9,020",0.793228279,0.191013629,0.037028825
Minnesota,Isanti,1502,"40,596",0.682518003,0.295422564,0.036998719
Kansas,Neosho,592,"16,007",0.884330868,0.098856759,0.03698382
Oklahoma,Tillman,268,"7,250",0.76661743,0.220457903,0.036965517
Indiana,Starke,850,"22,995",0.699969088,0.278763524,0.036964558
Michigan,Marquette,2463,"66,699",0.433733656,0.544963119,0.03692709
Kansas,Saline,2002,"54,224",0.856344086,0.124731183,0.036920921
Virginia,Prince Edward,841,"22,802",0.128376416,0.858719555,0.03688273
Tennessee,Grainger,860,"23,320",0.845500346,0.144522375,0.036878216
Nebraska,Richardson,290,"7,865",0.741911399,0.244151319,0.036872219
Arkansas,Ashley,724,"19,657",0.700290734,0.267854886,0.036831663
South Carolina,Chesterfield,1681,"45,650",0.598484848,0.393674507,0.036823658
Tennessee,Blount,4900,"133,088",0.711775707,0.268965101,0.036817745
Texas,Kleberg,1129,"30,680",0.50330586,0.485372702,0.036799218
Minnesota,Cass,1094,"29,779",0.636622651,0.347323434,0.036737298
South Carolina,Abbeville,901,"24,527",0.642042331,0.350879604,0.036735027
Illinois,White,497,"13,537",0.531004623,0.447457254,0.036714191
Arkansas,Union,1420,"38,682",0.631254532,0.335931835,0.036709581
Georgia,Cobb,27899,"760,141",0.420170957,0.56348984,0.036702401
Oklahoma,McIntosh,719,"19,596",0.766811019,0.215385541,0.036691161
Arkansas,Hempstead,790,"21,532",0.681622307,0.278326996,0.036689578
Alabama,Russell,2126,"57,961",0.464089445,0.524824711,0.036679836
North Carolina,Hyde,181,"4,937",0.570040486,0.41902834,0.03666194
Georgia,Banks,705,"19,234",0.884488823,0.105752865,0.036653842
Indiana,Floyd,2878,"78,522",0.770995237,0.203935824,0.036652148
Minnesota,Olmsted,5800,"158,293",0.43576652,0.543360344,0.036640913
Indiana,Newton,512,"13,984",0.738668887,0.242493625,0.036613272
Alabama,Cherokee,959,"26,196",0.860448065,0.131894094,0.036608643
Indiana,Spencer,742,"20,277",0.682125962,0.297560523,0.036593184
Missouri,Benton,711,"19,443",0.77362092,0.207959534,0.036568431
Georgia,Lumpkin,1229,"33,610",0.783303272,0.201107962,0.036566498
Illinois,Henderson,243,"6,646",0.595769591,0.380970965,0.036563346
Alabama,Monroe,758,"20,733",0.577118644,0.416666667,0.036560073
Indiana,Howard,3017,"82,544",0.738222247,0.238867988,0.036550204
Michigan,St. Joseph,2228,"60,964",0.589910828,0.391617834,0.036546158
Nebraska,Frontier,96,"2,627",0.853472222,0.13125,0.036543586
Minnesota,Kittson,157,"4,298",0.585670963,0.381349507,0.036528618
South Carolina,Anderson,7395,"202,558",0.703120935,0.282736516,0.036508062
Colorado,Eagle,2012,"55,127",0.340697224,0.636542723,0.036497542
Georgia,Bryan,1446,"39,627",0.667478913,0.31579194,0.036490272
Tennessee,Polk,614,"16,832",0.812440191,0.1784689,0.036478137
Georgia,Peach,1004,"27,546",0.51825283,0.471863542,0.036448123
Illinois,Putnam,209,"5,739",0.742816864,0.241004296,0.036417494
Texas,Brazoria,13626,"374,264",0.583879198,0.40107247,0.036407456
North Carolina,Northampton,709,"19,483",0.394739454,0.600297767,0.0363907
Wisconsin,Washburn,572,"15,720",0.610548645,0.372866647,0.036386768
Arkansas,Dallas,255,"7,009",0.593808985,0.363533409,0.036381795
Kentucky,Whitley,1319,"36,264",0.703455216,0.280778262,0.03637216
Missouri,Daviess,301,"8,278",0.792224511,0.190525232,0.03636144
Tennessee,Sullivan,5755,"158,348",0.751610382,0.232137563,0.036344002
Virginia,Montgomery,3581,"98,535",0.697134597,0.288283309,0.036342416
Texas,McMullen,27,743,0.448624332,0.542704394,0.036339166
California,Madera,5714,"157,327",0.547281393,0.431047563,0.036319259
Mississippi,Choctaw,298,"8,210",0.711616766,0.280239521,0.036297199
Kansas,Cowley,1267,"34,908",0.602235534,0.368739579,0.036295405
Colorado,Pueblo,6110,"168,424",0.478348567,0.496421203,0.03627749
Missouri,Audrain,921,"25,388",0.724859287,0.253564728,0.036276981
Kentucky,Laurel,2206,"60,813",0.80992092,0.178001438,0.036275139
California,Stanislaus,19964,"550,660",0.473154701,0.503140618,0.036254676
North Carolina,Halifax,1812,"50,010",0.391328232,0.603570728,0.036232753
Tennessee,Knox,17026,"470,313",0.565514011,0.414323984,0.036201423
Georgia,Chatham,10475,"289,430",0.399065189,0.586552529,0.036191825
Texas,Lipscomb,117,"3,233",0.890451517,0.096965211,0.036189298
Georgia,Talbot,224,"6,195",0.394998579,0.600454675,0.036158192
Indiana,Lawrence,1640,"45,370",0.602444354,0.376302914,0.036147234
Georgia,Muscogee,7075,"195,769",0.372820309,0.613853147,0.036139532
North Carolina,Rowan,5133,"142,088",0.674212436,0.314599483,0.0361255
Oklahoma,Nowata,364,"10,076",0.822136188,0.162149852,0.036125447
Texas,Bexar,72313,"2,003,554",0.401061416,0.581816286,0.036092364
Kansas,Shawnee,6381,"176,875",0.885468862,0.103078024,0.036076325
Georgia,Monroe,994,"27,578",0.709338122,0.281169831,0.036043223
Michigan,Cass,1865,"51,787",0.636360169,0.347889097,0.036012899
Alabama,Baldwin,8038,"223,234",0.762357153,0.223452201,0.03600706
North Carolina,McDowell,1647,"45,756",0.5213586,0.471816284,0.035995279
Nebraska,Sherman,108,"3,001",0.777380952,0.20297619,0.035988004
Missouri,Macon,544,"15,117",0.824770744,0.158766987,0.035985976
Kentucky,Washington,435,"12,095",0.804112554,0.183982684,0.035965275
Indiana,Shelby,1608,"44,729",0.727781386,0.250936704,0.035949831
Minnesota,Beltrami,1696,"47,188",0.504995647,0.473612205,0.035941341
Missouri,Hickory,343,"9,544",0.780511811,0.207480315,0.03593881
South Carolina,Lexington,10736,"298,750",0.642030048,0.34102291,0.035936402
North Carolina,Mecklenburg,39880,"1,110,356",0.316158219,0.666709871,0.035916409
Indiana,Johnson,5678,"158,167",0.727147938,0.253759281,0.035898765
Georgia,Douglas,5253,"146,343",0.368143138,0.61981235,0.035895123
Texas,Hartley,200,"5,576",0.898843931,0.093930636,0.035868006
Wyoming,Crook,272,"7,584",0.886380189,0.091769847,0.035864979
Illinois,Montgomery,1019,"28,414",0.650272506,0.32963425,0.035862603
Indiana,Grant,2357,"65,769",0.749848045,0.228878233,0.035837553
Illinois,Gallatin,173,"4,828",0.76590617,0.216741645,0.035832643
Colorado,Prowers,436,"12,172",0.722171781,0.261122208,0.035819915
Alabama,Lawrence,1179,"32,924",0.768690857,0.222096885,0.035809744
Oklahoma,Harmon,95,"2,653",0.800643087,0.189710611,0.035808519
Kentucky,Hopkins,1600,"44,686",0.891105298,0.098920863,0.035805398
North Carolina,Lincoln,3081,"86,111",0.72551655,0.264353059,0.035779401
South Carolina,Union,976,"27,316",0.617258807,0.372256167,0.035729975
Kentucky,Carlisle,170,"4,760",0.650165798,0.254144955,0.035714286
Connecticut,Fairfield,33648,"943,332",0.359791507,0.626212718,0.035669308
Minnesota,Pine,1055,"29,579",0.641080135,0.338542318,0.035667196
Tennessee,Meigs,443,"12,422",0.807379273,0.182311449,0.035662534
Michigan,Macomb,31164,"873,972",0.532774917,0.454281071,0.035657893
Georgia,Fulton,37930,"1,063,937",0.261906411,0.726204492,0.035650607
Ohio,Miami,3813,"106,987",0.711469597,0.270678276,0.035639844
Georgia,Meriwether,754,"21,167",0.599797738,0.394134412,0.035621486
California,Los Angeles,357451,"10,039,107",0.267870253,0.710050478,0.035605856
North Carolina,Yadkin,1341,"37,667",0.801303425,0.189148227,0.035601455
South Carolina,Spartanburg,11363,"319,785",0.629376745,0.356032424,0.035533249
Ohio,Butler,13610,"383,134",0.613742488,0.372067855,0.03552282
Kentucky,Knox,1106,"31,145",0.778660457,0.205999178,0.035511318
Wyoming,Sublette,349,"9,831",0.796177062,0.177464789,0.035499949
Virginia,Culpeper,1866,"52,605",0.663415157,0.318362097,0.035471913
Wyoming,Big Horn,418,"11,790",0.835535466,0.136995828,0.035453774
Georgia,Screven,495,"13,966",0.589519651,0.400692667,0.035443219
Illinois,De Witt,554,"15,638",0.703402552,0.271578684,0.035426525
North Carolina,Wilkes,2422,"68,412",0.778390204,0.211523709,0.035403146
Minnesota,Dodge,741,"20,934",0.661931599,0.314521732,0.035396962
Minnesota,Carver,3714,"105,089",0.514431804,0.465342491,0.035341472
South Carolina,Beaufort,6785,"192,122",0.543711351,0.443798232,0.035316101
California,Fresno,35278,"999,101",0.453293258,0.527285758,0.035309743
Ohio,Franklin,46473,"1,316,756",0.335225454,0.64615476,0.035293555
Kentucky,Madison,3281,"92,987",0.88018648,0.112665113,0.035284502
Virginia,Prince William,16595,"470,335",0.659095896,0.326091727,0.035283362
Tennessee,Cheatham,1432,"40,667",0.713155144,0.271614156,0.035212826
Illinois,Stark,188,"5,342",0.571341975,0.408281265,0.035192812
North Carolina,Surry,2526,"71,783",0.753485809,0.237944337,0.03518939
Indiana,Whitley,1195,"33,964",0.697346402,0.28615826,0.035184313
Indiana,Union,248,"7,054",0.539406676,0.443562008,0.035157358
Georgia,Walker,2452,"69,761",0.787267292,0.195984509,0.035148579
Virginia,Prince George,1348,"38,353",0.461174795,0.522602373,0.035147185
Kentucky,Hart,669,"19,035",0.615064985,0.369087307,0.035145784
Iowa,Ringgold,172,"4,894",0.735123367,0.250907112,0.035145076
Missouri,Lincoln,2072,"59,013",0.75317554,0.227424169,0.035110908
Arkansas,Stone,439,"12,506",0.778003041,0.198175367,0.03510315
Idaho,Shoshone,452,"12,882",0.450291476,0.522766661,0.035087719
Tennessee,Marion,1014,"28,907",0.853362851,0.137781995,0.035078009
Arizona,La Paz,740,"21,108",0.680245619,0.307024113,0.035057798
Oklahoma,Pushmataha,389,"11,096",0.847436168,0.140958008,0.035057678
Kentucky,Adair,673,"19,202",0.796564479,0.190019435,0.035048432
Georgia,Madison,1047,"29,880",0.599402985,0.389850746,0.035040161
Colorado,Weld,11368,"324,492",0.576275403,0.395464558,0.035033221
Minnesota,Goodhue,1623,"46,340",0.561985786,0.413191892,0.035023738
Missouri,Atchison,180,"5,143",0.781449893,0.200426439,0.034999028
Minnesota,Traverse,114,"3,259",0.629291845,0.355150215,0.034980055
Georgia,Dooly,468,"13,390",0.525943971,0.465529842,0.034951456
Kansas,Dickinson,645,"18,466",0.800923411,0.184139055,0.034929059
Kansas,Rice,333,"9,537",0.465118215,0.497002997,0.03491664
Tennessee,Campbell,1389,"39,842",0.825909304,0.163306317,0.034862708
South Carolina,Aiken,5950,"170,872",0.605611317,0.378881258,0.034821387
Utah,Tooele,2516,"72,259",0.656063151,0.285455156,0.034819192
Colorado,Kit Carson,247,"7,097",0.813291139,0.169831224,0.034803438
Michigan,Berrien,5336,"153,401",0.528105432,0.454322606,0.034784649
Missouri,Dade,263,"7,561",0.828037837,0.159107446,0.034783759
Michigan,Muskegon,6028,"173,566",0.485752609,0.496265035,0.034730304
Minnesota,Itasca,1566,"45,130",0.574749076,0.406912686,0.034699756
North Carolina,Anson,848,"24,446",0.4758115,0.517571314,0.034688702
Georgia,Worth,702,"20,247",0.73548109,0.258054089,0.034671803
Missouri,Texas,880,"25,398",0.778590135,0.207551288,0.034648398
Arkansas,Sharp,604,"17,442",0.746635909,0.214532872,0.034629056
Colorado,Arapahoe,22728,"656,590",0.363742285,0.609961354,0.034615209
Kansas,Douglas,4226,"122,259",0.797593772,0.18895966,0.034565962
Ohio,Clark,4633,"134,083",0.60787339,0.37577541,0.034553224
California,Alpine,39,"1,129",0.323369565,0.642663043,0.034543844
Iowa,Lucas,297,"8,600",0.833041192,0.155565294,0.034534884
Ohio,Shelby,1678,"48,590",0.806455517,0.177486383,0.034533855
North Carolina,Martin,774,"22,440",0.609846154,0.375230769,0.034491979
Arkansas,Faulkner,4342,"126,007",0.632795223,0.336632021,0.034458403
North Carolina,Vance,1533,"44,535",0.400276876,0.592514799,0.034422364
South Carolina,Laurens,2323,"67,493",0.656127001,0.333213067,0.034418384
Georgia,Henry,8064,"234,561",0.392587704,0.596992065,0.034379117
Arkansas,Garland,3416,"99,386",0.657683344,0.317765257,0.034371038
Kentucky,Ohio,824,"23,994",0.597084563,0.382328132,0.034341919
Minnesota,Grant,205,"5,972",0.6216068,0.356183164,0.034326859
Texas,McCulloch,274,"7,984",0.780740741,0.20962963,0.034318637
Oklahoma,Marshall,581,"16,931",0.827156187,0.162030174,0.034315752
Georgia,Oglethorpe,523,"15,259",0.688038395,0.299655427,0.034274854
Indiana,Hamilton,11585,"338,011",0.675718138,0.300644859,0.034274033
Missouri,Scotland,168,"4,902",0.697946288,0.285729331,0.034271726
Missouri,Wayne,441,"12,873",0.792181508,0.190242863,0.034257749
Texas,Live Oak,418,"12,207",0.830793588,0.162081932,0.034242648
Washington,Benton,6996,"204,390",0.589594918,0.374596798,0.03422868
California,Mono,494,"14,444",0.373675319,0.596528951,0.034201052
Ohio,Montgomery,18176,"531,687",0.480214046,0.5011883,0.034185526
North Carolina,Lenoir,1910,"55,949",0.51460411,0.478901232,0.034138233
Georgia,DeKalb,25917,"759,297",0.581233336,0.411112067,0.034132889
North Carolina,Tyrrell,137,"4,016",0.575607064,0.417770419,0.034113546
Georgia,Berrien,661,"19,397",0.829000129,0.164015005,0.034077435
Georgia,Clayton,9956,"292,256",0.141082312,0.849545811,0.034066024
Arkansas,Saline,4170,"122,437",0.456620357,0.506237596,0.034058332
Kentucky,Clinton,348,"10,218",0.813531353,0.172324375,0.034057546
North Carolina,Beaufort,1600,"46,994",0.62498089,0.365960862,0.0340469
Nebraska,Harlan,115,"3,380",0.837655602,0.14626556,0.034023669
Arkansas,Searcy,268,"7,881",0.806669671,0.164037855,0.034005837
Indiana,Madison,4405,"129,569",0.343245169,0.633248399,0.03399733
Minnesota,St. Louis,6766,"199,070",0.693882381,0.286001657,0.033988044
Illinois,Fulton,1167,"34,340",0.755331089,0.232323232,0.033983692
North Carolina,Randolph,4878,"143,667",0.77744958,0.21302962,0.033953518
Indiana,Benton,297,"8,748",0.716847217,0.257004109,0.033950617
Oklahoma,Washington,1749,"51,527",0.726607378,0.246372495,0.033943369
Michigan,Bay,3500,"103,126",0.577871227,0.40590599,0.033939065
Ohio,Hamilton,27724,"817,473",0.414333747,0.570200731,0.03391427
South Carolina,Cherokee,1942,"57,300",0.714008706,0.276335576,0.033891798
North Carolina,Caswell,766,"22,604",0.588530346,0.40386223,0.033887807
Pennsylvania,Centre,5502,"162,385",0.467470817,0.515149157,0.03388244
Tennessee,Humphreys,629,"18,582",0.742954325,0.245019436,0.033849962
Texas,Navarro,1696,"50,113",0.721643549,0.266788799,0.033843514
Kentucky,Larue,487,"14,398",0.826921024,0.159234082,0.033824142
Arkansas,White,2663,"78,753",0.78389651,0.19254456,0.033814585
Missouri,Ripley,448,"13,288",0.842416855,0.145046143,0.03371463
Arkansas,Polk,673,"19,964",0.828767123,0.146669816,0.033710679
Texas,Dimmit,341,"10,124",0.377523186,0.61756683,0.033682339
Texas,Camp,441,"13,094",0.717025905,0.275262013,0.033679548
Kansas,Ottawa,192,"5,704",0.747787611,0.234144543,0.033660589
Oklahoma,Kay,1465,"43,538",0.744043133,0.234216476,0.033648767
Kentucky,Knott,498,"14,806",0.829128699,0.158972814,0.033635013
Tennessee,Anderson,2589,"76,978",0.651982999,0.330255862,0.033632986
South Carolina,Dorchester,5474,"162,809",0.542366521,0.437692487,0.03362222
Indiana,Vermillion,521,"15,498",0.562292111,0.414745487,0.033617241
Wyoming,Platte,282,"8,393",0.791793622,0.180784075,0.033599428
Texas,Hudspeth,164,"4,886",0.666378565,0.320656871,0.033565289
Kentucky,Metcalfe,338,"10,071",0.868292683,0.12326454,0.033561712
South Carolina,Jasper,1009,"30,073",0.474511384,0.481026261,0.033551691
Tennessee,Union,669,"19,972",0.83708004,0.154150198,0.033496896
Georgia,Quitman,77,"2,299",0.546112116,0.449367089,0.033492823
North Carolina,Hoke,1848,"55,234",0.438822615,0.545226016,0.033457653
Texas,Burleson,617,"18,443",0.783356578,0.207577871,0.033454427
Indiana,Monroe,4964,"148,431",0.736116765,0.244926441,0.033443149
Montana,Granite,113,"3,379",0.675071361,0.303520457,0.033441847
Utah,Uintah,1195,"35,734",0.863544201,0.10820492,0.03344154
Ohio,Preble,1367,"40,882",0.778886971,0.206885292,0.033437699
Virginia,Lee,783,"23,423",0.69633677,0.295320349,0.033428681
Arizona,Pima,34985,"1,047,279",0.393533284,0.588851989,0.033405616
Virginia,Henry,1688,"50,557",0.461557445,0.517734952,0.033388057
North Carolina,Johnston,6988,"209,339",0.615904432,0.370634762,0.033381262
Kansas,Coffey,273,"8,179",0.825555556,0.137777778,0.033378164
Montana,Missoula,3985,"119,600",0.365935333,0.60235657,0.033319398
Indiana,Bartholomew,2789,"83,779",0.730741191,0.245200486,0.033289965
South Carolina,McCormick,315,"9,463",0.440677966,0.549536956,0.033287541
New Jersey,Bergen,31006,"932,202",0.407516377,0.578089233,0.033261031
New Jersey,Middlesex,27418,"825,062",0.328613462,0.660763319,0.033231442
North Carolina,Alleghany,370,"11,137",0.745198675,0.245033113,0.033222591
Kentucky,McCracken,2173,"65,418",0.88956743,0.102544529,0.033217157
Indiana,Tipton,503,"15,148",0.769693498,0.210827843,0.033205704
Texas,Crane,159,"4,797",0.829673985,0.160345975,0.033145716
Georgia,Lamar,632,"19,077",0.698949696,0.288778331,0.033128899
Missouri,Stone,1058,"31,952",0.798866856,0.19344395,0.033112168
Indiana,LaGrange,1311,"39,614",0.416527042,0.56667711,0.033094361
South Carolina,Lancaster,3242,"98,012",0.60784471,0.37974252,0.033077582
Arkansas,Lonoke,2423,"73,309",0.746379648,0.218003914,0.033051876
Oklahoma,Mayes,1358,"41,100",0.740491902,0.243671266,0.033041363
Oklahoma,Lincoln,1152,"34,877",0.806891456,0.175241805,0.033030364
Georgia,Spalding,2203,"66,703",0.598687046,0.390703226,0.033027
Minnesota,Pennington,466,"14,119",0.624070504,0.353483889,0.03300517
Kentucky,Lewis,438,"13,275",0.777879593,0.206542656,0.03299435
Georgia,Effingham,2120,"64,296",0.738584619,0.244118391,0.032972502
Pennsylvania,Huntingdon,1488,"45,144",0.746760637,0.23848713,0.032961191
Ohio,Henry,890,"27,006",0.709363348,0.275859688,0.032955639
Arkansas,Madison,546,"16,576",0.769651401,0.212576897,0.032939189
New Jersey,Mercer,12087,"367,430",0.290208023,0.69202285,0.032896062
North Carolina,Durham,10575,"321,488",0.179583246,0.805577028,0.032893918
Virginia,Petersburg,1031,"31,346",0.779808587,0.208892729,0.032890959
Arkansas,Clark,734,"22,320",0.525704945,0.436534532,0.032885305
Texas,Ellis,6070,"184,826",0.319099208,0.663067218,0.0328417
Ohio,Defiance,1250,"38,087",0.671395544,0.308427911,0.032819597
Alabama,Choctaw,413,"12,589",0.575526069,0.418978689,0.032806418
Illinois,Schuyler,222,"6,768",0.7080348,0.272262027,0.032801418
Montana,Lincoln,655,"19,980",0.736423383,0.243168454,0.032782783
Texas,Mitchell,280,"8,545",0.841023653,0.153935634,0.0327677
Missouri,Dallas,553,"16,878",0.81507018,0.169908889,0.032764546
Texas,Matagorda,1199,"36,643",0.714079273,0.274772915,0.03272112
Mississippi,Rankin,5078,"155,271",0.730805243,0.252734082,0.032704111
New York,Kings,83608,"2,559,903",0.251796633,0.740892905,0.032660613
Texas,Donley,107,"3,278",0.872572816,0.120145631,0.032641855
Texas,Cherokee,1717,"52,646",0.77427147,0.215655034,0.032614064
Oklahoma,Kiowa,284,"8,708",0.779982492,0.203968486,0.032613689
Missouri,Oregon,343,"10,529",0.811261071,0.173555462,0.032576693
Kentucky,Perry,839,"25,758",0.799392936,0.191658783,0.032572405
Minnesota,Faribault,444,"13,653",0.657704502,0.320735574,0.032520325
Missouri,Phelps,1449,"44,573",0.688034407,0.287696483,0.032508469
Texas,Hamilton,275,"8,461",0.831147918,0.147458017,0.032502068
Oklahoma,Blaine,306,"9,429",0.803896437,0.176365035,0.03245307
Indiana,Boone,2201,"67,843",0.644271888,0.337159577,0.032442551
Kentucky,Hardin,3594,"110,958",0.853796372,0.136177194,0.032390634
Georgia,Newton,3617,"111,744",0.440155651,0.549221747,0.032368628
New Jersey,Ocean,19648,"607,186",0.63258196,0.351685435,0.032359112
Ohio,Madison,1447,"44,731",0.696307421,0.287845046,0.03234893
Texas,Runnels,332,"10,264",0.863913656,0.124589395,0.032346064
Virginia,Portsmouth,3053,"94,398",0.685337093,0.296462446,0.032341787
Oklahoma,Comanche,3901,"120,749",0.586708204,0.385815722,0.032306686
Oklahoma,Dewey,158,"4,891",0.900381518,0.090716405,0.032304232
Virginia,Buena Vista,209,"6,478",0.810487227,0.181957872,0.032263044
Iowa,Jefferson,590,"18,295",0.274358637,0.70806747,0.032249248
Tennessee,Sequatchie,484,"15,026",0.807570106,0.178892112,0.032210835
Indiana,Jefferson,1040,"32,308",0.773142112,0.205426988,0.03219017
Georgia,Oconee,1296,"40,280",0.659407908,0.324259885,0.032174777
Georgia,Pickens,1048,"32,591",0.822329984,0.164057023,0.032156117
Arkansas,Pike,344,"10,718",0.828780028,0.151672162,0.03209554
Arizona,Pinal,14851,"462,789",0.568682512,0.414878713,0.032090218
Texas,Limestone,752,"23,437",0.746370436,0.243400792,0.032086018
Texas,Winkler,257,"8,010",0.824553151,0.168391345,0.032084894
California,San Joaquin,24450,"762,148",0.382470274,0.599465086,0.032080383
Montana,Jefferson,392,"12,221",0.652545477,0.320473691,0.032075935
Michigan,Wayne,56100,"1,749,343",0.305946846,0.679970164,0.032069183
Indiana,Orange,630,"19,646",0.734745335,0.243973777,0.032067596
Alabama,Madison,11958,"372,909",0.527931737,0.447964734,0.032066805
Georgia,Walton,3031,"94,593",0.740317248,0.248642053,0.03204254
Mississippi,Harrison,6666,"208,080",0.677392888,0.303555898,0.032035755
Indiana,Montgomery,1226,"38,338",0.759650964,0.214751201,0.031978716
Kentucky,Martin,358,"11,195",0.684699821,0.304883513,0.031978562
Wyoming,Sweetwater,1353,"42,343",0.739705258,0.231790891,0.031953333
Georgia,Coweta,4745,"148,509",0.670594669,0.31523848,0.031950926
Texas,Knox,117,"3,664",0.81043956,0.182005495,0.031932314
Indiana,Martin,327,"10,255",0.753812185,0.223211205,0.031886884
North Carolina,Rutherford,2136,"67,029",0.722825449,0.265553469,0.031866804
Kansas,Bourbon,463,"14,534",0.729299363,0.247497725,0.031856337
New Jersey,Camden,16103,"506,471",0.303102986,0.682637416,0.031794515
California,Riverside,78535,"2,470,546",0.435257656,0.548656104,0.03178852
Indiana,Hendricks,5409,"170,311",0.71565176,0.263701237,0.031759546
North Carolina,Graham,268,"8,441",0.796135475,0.194528875,0.031749793
Kentucky,Powell,392,"12,359",0.806703237,0.179598567,0.031717777
Oklahoma,Creek,2263,"71,522",0.763612523,0.215603999,0.031640614
West Virginia,McDowell,557,"17,624",0.755404072,0.225221993,0.03160463
Pennsylvania,Delaware,17899,"566,747",0.361944389,0.625719429,0.031581993
Illinois,Menard,385,"12,196",0.608914286,0.367085714,0.031567727
Kansas,Jefferson,601,"19,043",0.851368159,0.131218905,0.031560153
Maryland,Baltimore,26088,"827,370",0.522217306,0.45960011,0.031531238
Michigan,Oakland,39629,"1,257,584",0.421769538,0.562868536,0.03151201
Kentucky,Hickman,138,"4,380",0.732474898,0.252835627,0.031506849
Indiana,Harrison,1276,"40,515",0.607124279,0.36699084,0.031494508
Texas,Kaufman,4286,"136,154",0.664020555,0.324089661,0.03147906
West Virginia,Marshall,961,"30,531",0.630952381,0.343759726,0.031476205
Virginia,Mecklenburg,962,"30,587",0.813809096,0.177513465,0.03145127
Oklahoma,Noble,350,"11,131",0.773795059,0.203118672,0.031443716
Ohio,Warren,7373,"234,602",0.642558784,0.340204395,0.031427695
Arkansas,Scott,323,"10,281",0.694497654,0.281918352,0.031417177
Kansas,Marion,373,"11,884",0.733288658,0.245099682,0.031386738
Pennsylvania,Lebanon,4444,"141,793",0.651320176,0.332165203,0.031341463
Texas,Floyd,179,"5,712",0.776904177,0.214742015,0.031337535
Kentucky,Robertson,66,"2,108",0.844938335,0.145683453,0.031309298
Nebraska,Dundy,53,"1,693",0.883883884,0.105105105,0.031305375
Georgia,Camden,1711,"54,666",0.643828099,0.336330632,0.031299162
Virginia,Salem,791,"25,301",0.417237799,0.563551402,0.031263586
Nevada,Lincoln,162,"5,183",0.690732172,0.281164943,0.031256029
Ohio,Tuscarawas,2874,"91,987",0.689374124,0.295259225,0.031243545
Ohio,Wood,4083,"130,817",0.528621318,0.452429396,0.03121154
Colorado,Mineral,24,769,0.563660477,0.420424403,0.031209363
Virginia,Nottoway,475,"15,232",0.669545303,0.313182881,0.031184349
Virginia,Scott,672,"21,566",0.329915782,0.652508239,0.03116016
Texas,Mason,133,"4,274",0.787483456,0.204953677,0.03111839
South Carolina,York,8738,"280,979",0.574293648,0.409635543,0.031098409
Texas,San Augustine,256,"8,237",0.751625813,0.244872436,0.031079276
Ohio,Columbiana,3165,"101,883",0.714352539,0.268116089,0.031065045
Oklahoma,Cotton,176,"5,666",0.823094868,0.152799378,0.031062478
Georgia,Rabun,532,"17,137",0.779597371,0.206946907,0.03104394
Missouri,Cass,3281,"105,780",0.646199847,0.330905361,0.031017206
New Jersey,Cumberland,4636,"149,527",0.433558587,0.554995886,0.031004434
North Carolina,Cherokee,887,"28,612",0.769108378,0.218040512,0.031000979
Montana,Lewis and Clark,2152,"69,432",0.503919399,0.464701867,0.030994354
New Mexico,Lincoln,606,"19,572",0.673588201,0.309916553,0.0309626
Kentucky,Hancock,270,"8,722",0.609550275,0.369853497,0.030956203
Indiana,Carroll,626,"20,257",0.694830425,0.28324004,0.030902898
California,Monterey,13410,"434,061",0.265459055,0.714174858,0.030894275
Kentucky,Allen,658,"21,315",0.727773169,0.251790966,0.030870279
Michigan,Kalamazoo,8175,"265,066",0.39559315,0.582525759,0.030841375
Kentucky,Taylor,794,"25,769",0.758736685,0.22463091,0.030812216
Colorado,Alamosa,500,"16,233",0.4888948,0.481978987,0.030801454
Washington,Walla Walla,1865,"60,760",0.516189743,0.457889559,0.030694536
Texas,Swisher,227,"7,397",0.782830429,0.203144921,0.030688117
Virginia,Grayson,477,"15,550",0.842227145,0.149919452,0.030675241
