state_name,county_name,per_gop,per_dem
Alabama,Pike County,0.581027382,0.407196012
Alabama,Randolph County,0.789794223,0.203285042
Alabama,Russell County,0.462468939,0.526419429
Alabama,St. Clair County,0.813798069,0.174253505
Alabama,Shelby County,0.693344933,0.289412788
Alabama,Sumter County,0.25401367,0.738833254
Alabama,Talladega County,0.623475311,0.368393012
Alabama,Tallapoosa County,0.712829308,0.279119623
Alabama,Tuscaloosa County,0.56688329,0.418810717
Alabama,Walker County,0.834199551,0.155085018
Alabama,Washington County,0.739522307,0.254393871
Alabama,Wilcox County,0.310520075,0.685753007
Alabama,Winston County,0.90349167,0.086316909
Alaska,District 1,0.479961702,0.475447955
Alaska,District 2,0.598760398,0.342847823
Alaska,District 3,0.724776119,0.227104478
Alaska,District 4,0.44279641,0.505148795
Alaska,District 5,0.47116607,0.485727493
Alaska,District 6,0.609756098,0.346129374
Alaska,District 7,0.730497192,0.230081132
Alaska,District 8,0.76798543,0.197510877
Alaska,District 9,0.708265065,0.251957036
Alaska,District 10,0.721090259,0.243431635
Alaska,District 11,0.66760802,0.294549562
Alaska,District 12,0.70195309,0.263444217
Alaska,District 13,0.603217854,0.345530038
Alaska,District 14,0.58677975,0.372475299
Alaska,District 15,0.479956663,0.472011557
Alaska,District 16,0.43332102,0.526166728
Alaska,District 17,0.387484286,0.572007264
Alaska,District 18,0.35715212,0.606795487
Alaska,District 19,0.372308274,0.588401964
Alaska,District 20,0.317139001,0.652361673
Alaska,District 21,0.391230492,0.574264784
Alaska,District 22,0.491564741,0.478806411
Alaska,District 23,0.471901363,0.492667099
Alaska,District 24,0.515639992,0.454231434
Alaska,District 25,0.47180977,0.494082204
Alaska,District 26,0.518500198,0.450831025
Alaska,District 27,0.45467944,0.509843141
Alaska,District 28,0.483197236,0.491441583
Alaska,District 29,0.694328025,0.277917482
Alaska,District 30,0.705708952,0.259113688
Alaska,District 31,0.561465816,0.406166761
Alaska,District 32,0.532779983,0.420546133
Alaska,District 33,0.279218408,0.687910884
Alaska,District 34,0.423417545,0.53714925
Alaska,District 35,0.472079208,0.496039604
Alaska,District 36,0.550328345,0.408547745
Alaska,District 37,0.458744572,0.497828662
Alaska,District 38,0.327797698,0.604264956
Alaska,District 39,0.326277749,0.610910342
Alaska,District 40,0.434204793,0.502832244
Arizona,Apache County,0.325315592,0.662259752
Arizona,Cochise County,0.588282982,0.392640879
Arizona,Coconino County,0.369199694,0.610028387
Arizona,Gila County,0.664340973,0.323295496
Arizona,Graham County,0.716838946,0.269023008
Arizona,Greenlee County,0.660244233,0.320759837
Arizona,La Paz County,0.687717887,0.299812282
Arizona,Maricopa County,0.481429243,0.503240587
Arizona,Mohave County,0.750324837,0.237235831
Arizona,Navajo County,0.534259277,0.451697027
Arizona,Pima County,0.399229819,0.586054493
Arizona,Pinal County,0.577156717,0.404829538
Arizona,Santa Cruz County,0.316731438,0.671814277
Arizona,Yavapai County,0.639061311,0.346331893
Arizona,Yuma County,0.522803051,0.460926432
Arkansas,Arkansas County,0.684043229,0.288938334
Arkansas,Ashley County,0.699974767,0.268104971
Arkansas,Baxter County,0.753843957,0.220640739
Arkansas,Benton County,0.61682734,0.352333378
Arkansas,Boone County,0.797709478,0.179034708
Arkansas,Bradley County,0.639025725,0.332238643
Arkansas,Calhoun County,0.749770852,0.219523373
Arkansas,Carroll County,0.629312537,0.341018903
Arkansas,Chicot County,0.427004631,0.550816476
Arkansas,Clark County,0.549851102,0.409529482
Arkansas,Clay County,0.788346517,0.185606791
Arkansas,Cleburne County,0.814511041,0.156782334
Arkansas,Cleveland County,0.796388889,0.180833333
Arkansas,Columbia County,0.638347261,0.326601671
Arkansas,Conway County,0.655613126,0.30109384
Arkansas,Craighead County,0.66365454,0.309547921
Arkansas,Crawford County,0.772363123,0.205844506
Arkansas,Crittenden County,0.448035682,0.520193071
Arkansas,Cross County,0.712474791,0.255257851
Arkansas,Dallas County,0.593808985,0.363533409
Arkansas,Desha County,0.461335255,0.484149856
Arkansas,Drew County,0.629559931,0.35118703
Arkansas,Faulkner County,0.632413464,0.337087528
Arkansas,Franklin County,0.79632487,0.182353766
Arkansas,Fulton County,0.773783942,0.202187927
Arkansas,Garland County,0.657684563,0.31776737
Arkansas,Grant County,0.828536585,0.154634146
Arkansas,Greene County,0.786956522,0.189937888
Arkansas,Hempstead County,0.652745327,0.312207944
Arkansas,Hot Spring County,0.732818348,0.24544079
Arkansas,Howard County,0.696524617,0.277203144
Arkansas,Independence County,0.775220507,0.193357222
Arkansas,Izard County,0.79707401,0.175731497
Arkansas,Jackson County,0.705755254,0.268120212
Arkansas,Jefferson County,0.378448207,0.595476588
Arkansas,Johnson County,0.730469573,0.240366393
Arkansas,Lafayette County,0.655841732,0.313176558
Arkansas,Lawrence County,0.780092197,0.184394741
Arkansas,Lee County,0.451544944,0.499648876
Arkansas,Lincoln County,0.704258065,0.266322581
Arkansas,Little River County,0.717597064,0.236816689
Arkansas,Logan County,0.783100304,0.187720365
Arkansas,Lonoke County,0.746330963,0.218054921
Arkansas,Madison County,0.769691198,0.212624133
Arkansas,Marion County,0.770758363,0.204051713
Arkansas,Miller County,0.721156755,0.256821344
Arkansas,Mississippi County,0.591031171,0.369658989
Arkansas,Monroe County,0.548650568,0.407315341
Arkansas,Montgomery County,0.786470436,0.188742577
Arkansas,Nevada County,0.635199524,0.320428827
Arkansas,Newton County,0.7983992,0.177338669
Arkansas,Ouachita County,0.549797487,0.414892512
Arkansas,Perry County,0.751891074,0.218716231
Arkansas,Phillips County,0.387215636,0.580422941
Arkansas,Pike County,0.828780028,0.151672162
Arkansas,Poinsett County,0.786863449,0.189336524
Arkansas,Polk County,0.828621908,0.146760895
Arkansas,Pope County,0.740054028,0.236247544
Arkansas,Prairie County,0.79713877,0.187124464
Arkansas,Pulaski County,0.3747264,0.599843489
Arkansas,Randolph County,0.786112742,0.178361715
Arkansas,St. Francis County,0.456105796,0.507034328
Arkansas,Saline County,0.694464439,0.281957197
Arkansas,Scott County,0.834131231,0.136018023
Arkansas,Searcy County,0.837272953,0.146305051
Arkansas,Sebastian County,0.661815868,0.307318625
Arkansas,Sevier County,0.746635909,0.214532872
Arkansas,Sharp County,0.784826857,0.184773989
Arkansas,Stone County,0.777366117,0.198720108
Arkansas,Union County,0.630938761,0.336243753
Arkansas,Van Buren County,0.772896119,0.20404765
Arkansas,Washington County,0.503935671,0.464897206
Arkansas,White County,0.782969079,0.193556743
Arkansas,Woodruff County,0.623182553,0.345718901
Arkansas,Yell County,0.775255897,0.19047619
California,Alameda County,0.177020518,0.802328951
California,Alpine County,0.323369565,0.642663043
California,Amador County,0.609138194,0.365572594
California,Butte County,0.477564103,0.494158237
California,Calaveras County,0.609611858,0.368491971
California,Colusa County,0.573178432,0.40636444
California,Contra Costa County,0.262927675,0.716510114
California,Del Norte County,0.564470918,0.408111423
California,El Dorado County,0.532467421,0.444492296
California,Fresno County,0.451123266,0.528855868
California,Glenn County,0.626678603,0.352641003
California,Humboldt County,0.314866844,0.652075799
California,Imperial County,0.365566683,0.613582882
California,Inyo County,0.487420719,0.488689218
California,Kern County,0.540151802,0.435801685
California,Kings County,0.549811661,0.425415386
California,Lake County,0.358307664,0.622757746
California,Lassen County,0.746949153,0.235169492
California,Los Angeles County,0.268668718,0.71045701
California,Madera County,0.546861613,0.431253492
California,Marin County,0.157988329,0.823401018
California,Mariposa County,0.578793774,0.39766537
California,Mendocino County,0.306149763,0.664151379
California,Merced County,0.435128837,0.541091881
California,Modoc County,0.716689719,0.265099124
California,Mono County,0.373014695,0.595665727
California,Monterey County,0.282512524,0.695331425
California,Napa County,0.285760608,0.692175041
California,Nevada County,0.413651951,0.561633044
California,Orange County,0.444560395,0.534924648
California,Placer County,0.520580362,0.455497428
California,Plumas County,0.572583511,0.405206112
California,Riverside County,0.45042095,0.529992997
California,Sacramento County,0.361142205,0.613691421
California,San Benito County,0.367694318,0.611470142
California,San Bernardino County,0.435590685,0.542065751
California,San Diego County,0.374648185,0.602270739
California,San Francisco County,0.127162397,0.852818143
California,San Joaquin County,0.418482006,0.560234453
California,San Luis Obispo County,0.421811624,0.553617869
California,San Mateo County,0.201993044,0.779066346
California,Santa Barbara County,0.327110064,0.6503771
California,Santa Clara County,0.252309487,0.726597883
California,Santa Cruz County,0.185876156,0.789174954
California,Shasta County,0.65390031,0.323570825
California,Sierra County,0.591709845,0.378238342
California,Siskiyou County,0.566749126,0.409067645
California,Solano County,0.336713129,0.63954895
California,Sonoma County,0.230473585,0.745336475
California,Stanislaus County,0.484674882,0.492567807
California,Sutter County,0.571656424,0.407280574
California,Tehama County,0.666160528,0.31081606
California,Trinity County,0.509427932,0.455576862
California,Tulare County,0.528463277,0.45016964
California,Tuolumne County,0.58185586,0.394000197
California,Ventura County,0.383742092,0.594733267
California,Yolo County,0.271373935,0.705945004
California,Yuba County,0.593142815,0.378462439
Colorado,Adams County,0.40406784,0.566887026
Colorado,Alamosa County,0.488345287,0.481429303
Colorado,Arapahoe County,0.363589894,0.609986778
Colorado,Archuleta County,0.567475941,0.408792651
Colorado,Baca County,0.839101124,0.14247191
Colorado,Bent County,0.660949868,0.321899736
Colorado,Boulder County,0.206204424,0.771860793
Colorado,Broomfield County,0.349438154,0.623541774
Colorado,Chaffee County,0.453597725,0.521980025
Colorado,Cheyenne County,0.874119718,0.115316901
Colorado,Clear Creek County,0.420586439,0.550397068
Colorado,Conejos County,0.527579045,0.452111701
Colorado,Costilla County,0.353868195,0.626074499
Colorado,Crowley County,0.726285714,0.249714286
Colorado,Custer County,0.680792515,0.305998899
Colorado,Delta County,0.675322664,0.303923593
Colorado,Denver County,0.181850268,0.795512716
Colorado,Dolores County,0.751552795,0.235334714
Colorado,Douglas County,0.523620568,0.451871554
Colorado,Eagle County,0.339464653,0.637886067
Colorado,Elbert County,0.738924301,0.236527419
Colorado,El Paso County,0.535379531,0.427455266
Colorado,Fremont County,0.685409086,0.288335877
Colorado,Garfield County,0.476216671,0.499191043
Colorado,Gilpin County,0.437888199,0.531055901
Colorado,Grand County,0.49473151,0.477203647
Colorado,Gunnison County,0.330577753,0.640764214
Colorado,Hinsdale County,0.558544304,0.403481013
Colorado,Huerfano County,0.5,0.47117567
Colorado,Jackson County,0.77739726,0.199771689
Colorado,Jefferson County,0.393306604,0.578751686
Colorado,Kiowa County,0.880398671,0.108527132
Colorado,Kit Carson County,0.812193232,0.171015242
Colorado,Lake County,0.377934865,0.581418834
Colorado,La Plata County,0.399052345,0.576106765
Colorado,Larimer County,0.407817668,0.562187414
Colorado,Las Animas County,0.538123351,0.439266424
Colorado,Lincoln County,0.805356469,0.177291588
Colorado,Logan County,0.767850361,0.210596278
Colorado,Mesa County,0.627816645,0.347994968
Colorado,Mineral County,0.564814815,0.419312169
Colorado,Moffat County,0.807002562,0.171221178
Colorado,Montezuma County,0.600387097,0.376516129
Colorado,Montrose County,0.672899446,0.30844234
Colorado,Morgan County,0.697977299,0.28201397
Colorado,Otero County,0.601086048,0.376461988
Colorado,Ouray County,0.392288557,0.588308458
Colorado,Park County,0.568836452,0.398942229
Colorado,Phillips County,0.787927565,0.195573441
Colorado,Pitkin County,0.232499791,0.751777202
Colorado,Prowers County,0.720733681,0.262183061
Colorado,Pueblo County,0.478510515,0.495724753
Colorado,Rio Blanco County,0.829314549,0.15199133
Colorado,Rio Grande County,0.580491673,0.395717684
Colorado,Routt County,0.351090306,0.627044323
Colorado,Saguache County,0.41693715,0.555916199
Colorado,San Juan County,0.358792185,0.607460036
Colorado,San Miguel County,0.220711094,0.762385856
Colorado,Sedgwick County,0.775242047,0.208160443
Colorado,Summit County,0.288058489,0.683455185
Colorado,Teller County,0.663616506,0.311588642
Colorado,Washington County,0.862699468,0.122672872
Colorado,Weld County,0.575828901,0.395644674
Colorado,Yuma County,0.824533226,0.157598876
Connecticut,Fairfield County,0.357372544,0.628967981
Connecticut,Hartford County,0.353909667,0.63063861
Connecticut,Litchfield County,0.516982957,0.466429256
Connecticut,Middlesex County,0.4099377,0.57307607
Connecticut,New Haven County,0.406437274,0.580447987
Connecticut,New London County,0.4090857,0.569174236
Connecticut,Tolland County,0.43228714,0.546346187
Connecticut,Windham County,0.510555916,0.467806647
Delaware,Kent County,0.471232404,0.511944843
Delaware,New Castle County,0.307210925,0.678065451
Delaware,Sussex County,0.550667945,0.438199641
District of Columbia,District of Columbia,0.053973214,0.921496939
Florida,Alachua County,0.357437379,0.629042664
Florida,Baker County,0.847215307,0.144889395
Florida,Bay County,0.710537066,0.275348297
Florida,Bradford County,0.758069249,0.231807512
Florida,Brevard County,0.57622989,0.41176226
Florida,Broward County,0.348145294,0.646100126
Florida,Calhoun County,0.808152007,0.185258964
Florida,Charlotte County,0.629559911,0.363357401
Florida,Citrus County,0.701141533,0.290661746
Florida,Clay County,0.679072385,0.30800209
Florida,Collier County,0.620494856,0.373504701
Florida,Columbia County,0.721384904,0.269777858
Florida,DeSoto County,0.656686942,0.336440477
Florida,Dixie County,0.827598874,0.167136035
Florida,Duval County,0.474335457,0.512471085
Florida,Escambia County,0.56742892,0.416318409
Florida,Flagler County,0.600186848,0.39267388
Florida,Franklin County,0.682581399,0.309534239
Florida,Gadsden County,0.314157057,0.679782847
Florida,Gilchrist County,0.81517811,0.175529169
Florida,Glades County,0.72828808,0.26670518
Florida,Gulf County,0.748866838,0.243170403
Florida,Hamilton County,0.654373928,0.33670669
Florida,Hardee County,0.721508544,0.270830878
Florida,Hendry County,0.610973725,0.380911901
Florida,Hernando County,0.646444245,0.344457502
Florida,Highlands County,0.6684493,0.32466935
Florida,Hillsborough County,0.459787968,0.528558569
Florida,Holmes County,0.891045434,0.10189678
Florida,Indian River County,0.603914489,0.388207296
Florida,Jackson County,0.690842589,0.301797582
Florida,Jefferson County,0.52999645,0.46112886
Florida,Lafayette County,0.855112083,0.139420448
Florida,Lake County,0.595601806,0.395170221
Florida,Lee County,0.592149257,0.400343743
Florida,Leon County,0.35262599,0.635350367
Florida,Levy County,0.723655217,0.268092461
Florida,Liberty County,0.799213704,0.194889076
Florida,Madison County,0.59445629,0.399466951
Florida,Manatee County,0.57608846,0.415591958
Florida,Marion County,0.625445258,0.366275884
Florida,Martin County,0.619573365,0.373690821
Florida,Miami-Dade County,0.460603069,0.534107412
Florida,Monroe County,0.534947636,0.455578921
Florida,Nassau County,0.723776164,0.264644369
Florida,Okaloosa County,0.685708884,0.294295068
Florida,Okeechobee County,0.718941958,0.275166103
Florida,Orange County,0.379049834,0.610151637
Florida,Osceola County,0.426129115,0.564249925
Florida,Palm Beach County,0.4329141,0.560780591
Florida,Pasco County,0.594830612,0.394320628
Florida,Pinellas County,0.493481504,0.495698704
Florida,Polk County,0.566883026,0.422567996
Florida,Putnam County,0.701454375,0.289417975
Florida,St. Johns County,0.628155043,0.361506494
Florida,St. Lucie County,0.504335856,0.48868844
Florida,Santa Rosa County,0.723711282,0.258229837
Florida,Sarasota County,0.548350735,0.443906495
Florida,Seminole County,0.48019094,0.508130284
Florida,Sumter County,0.678607342,0.317251446
Florida,Suwannee County,0.779313292,0.212993304
Florida,Taylor County,0.765379678,0.227016886
Florida,Union County,0.82193755,0.168614892
Florida,Volusia County,0.565383702,0.424718399
Florida,Wakulla County,0.699521843,0.29075201
Florida,Walton County,0.753746197,0.236507973
Florida,Washington County,0.801168167,0.190395068
Georgia,Appling County,0.782400192,0.213283779
Georgia,Atkinson County,0.729001585,0.261489699
Georgia,Bacon County,0.86075407,0.133890317
Georgia,Baker County,0.576848875,0.419292605
Georgia,Baldwin County,0.487808887,0.500794477
Georgia,Banks County,0.885694807,0.105897057
Georgia,Barrow County,0.7068379,0.275652013
Georgia,Bartow County,0.746507619,0.239602116
Georgia,Ben Hill County,0.62652439,0.364634146
Georgia,Berrien County,0.829006845,0.163889965
Georgia,Bibb County,0.375483743,0.613937459
Georgia,Bleckley County,0.758499825,0.229758149
Georgia,Brantley County,0.902530338,0.090240124
Georgia,Brooks County,0.6,0.392957746
Georgia,Bryan County,0.667478913,0.31579194
Georgia,Bulloch County,0.611155431,0.37372025
Georgia,Burke County,0.505428678,0.487551479
Georgia,Butts County,0.713219073,0.277787205
Georgia,Calhoun County,0.420692799,0.574293528
Georgia,Camden County,0.643828099,0.336330632
Georgia,Candler County,0.707063868,0.286391334
Georgia,Carroll County,0.687961229,0.298087161
Georgia,Catoosa County,0.770788031,0.212305902
Georgia,Charlton County,0.748795445,0.241568112
Georgia,Chatham County,0.399018138,0.58652376
Georgia,Chattahoochee County,0.556257901,0.421618205
Georgia,Chattooga County,0.80238806,0.184477612
Georgia,Cherokee County,0.687613064,0.295477456
Georgia,Clarke County,0.281417412,0.702238326
Georgia,Clay County,0.444211994,0.550906555
Georgia,Clayton County,0.140755181,0.84985402
Georgia,Clinch County,0.734986034,0.260824022
Georgia,Cobb County,0.420217602,0.563424136
Georgia,Coffee County,0.695280663,0.296503221
Georgia,Colquitt County,0.732263881,0.260337002
Georgia,Columbia County,0.620670398,0.362824061
Georgia,Cook County,0.696517413,0.29267946
Georgia,Coweta County,0.670594669,0.31523848
Georgia,Crawford County,0.725663717,0.264667322
Georgia,Crisp County,0.619503106,0.370931677
Georgia,Dade County,0.81598063,0.169626043
Georgia,Dawson County,0.833157142,0.154592376
Georgia,Decatur County,0.581233336,0.411112067
Georgia,DeKalb County,0.157422789,0.831239685
Georgia,Dodge County,0.724039653,0.269021066
Georgia,Dooly County,0.525943971,0.465529842
Georgia,Dougherty County,0.296055054,0.696015406
Georgia,Douglas County,0.368337265,0.619549329
Georgia,Early County,0.524773472,0.469828417
Georgia,Echols County,0.871616933,0.115891742
Georgia,Effingham County,0.739879633,0.244535952
Georgia,Elbert County,0.678879075,0.313924327
Georgia,Emanuel County,0.689506368,0.303546995
Georgia,Evans County,0.680009418,0.31174947
Georgia,Fannin County,0.819461279,0.173131313
Georgia,Fayette County,0.527162363,0.459280763
Georgia,Floyd County,0.699265271,0.288321168
Georgia,Forsyth County,0.65830401,0.326383357
Georgia,Franklin County,0.842452392,0.147979563
Georgia,Fulton County,0.261579426,0.726460425
Georgia,Gilmer County,0.812647504,0.177428139
Georgia,Glascock County,0.895913155,0.098978289
Georgia,Glynn County,0.610137195,0.378215511
Georgia,Gordon County,0.807431448,0.182415845
Georgia,Grady County,0.656953395,0.338003175
Georgia,Greene County,0.628434249,0.363474704
Georgia,Gwinnett County,0.402094886,0.584313725
Georgia,Habersham County,0.814261942,0.17438332
Georgia,Hall County,0.708880616,0.276515361
Georgia,Hancock County,0.278271309,0.716686675
Georgia,Haralson County,0.865454801,0.125772038
Georgia,Harris County,0.716272323,0.272972838
Georgia,Hart County,0.743615935,0.248055315
Georgia,Heard County,0.83769245,0.152847338
Georgia,Henry County,0.392587704,0.596992065
Georgia,Houston County,0.555096695,0.430776633
Georgia,Irwin County,0.751919386,0.24184261
Georgia,Jackson County,0.783036899,0.202867003
Georgia,Jasper County,0.761643119,0.230376766
Georgia,Jeff Davis County,0.813550511,0.17813204
Georgia,Jefferson County,0.462836954,0.531405391
Georgia,Jenkins County,0.625470333,0.36642547
Georgia,Johnson County,0.695121951,0.29804878
Georgia,Jones County,0.665842577,0.326606976
Georgia,Lamar County,0.700298706,0.289301914
Georgia,Lanier County,0.701621924,0.284955257
Georgia,Laurens County,0.637643539,0.355185006
Georgia,Lee County,0.718379801,0.272705516
Georgia,Liberty County,0.372107158,0.612417598
Georgia,Lincoln County,0.683655914,0.308602151
Georgia,Long County,0.623762376,0.359441301
Georgia,Lowndes County,0.554222845,0.433976917
Georgia,Lumpkin County,0.783143391,0.20127487
Georgia,McDuffie County,0.590052606,0.398660928
Georgia,McIntosh County,0.599761051,0.390083632
Georgia,Macon County,0.382453882,0.612827113
Georgia,Madison County,0.758251322,0.228359108
Georgia,Marion County,0.627759382,0.361754967
Georgia,Meriwether County,0.599797738,0.394134412
Georgia,Miller County,0.728747795,0.264197531
Georgia,Mitchell County,0.550596898,0.445721299
Georgia,Monroe County,0.709338122,0.281169831
Georgia,Montgomery County,0.746343923,0.24684821
Georgia,Morgan County,0.702998206,0.286580678
Georgia,Murray County,0.841055299,0.149587368
Georgia,Muscogee County,0.373080218,0.614938604
Georgia,Newton County,0.440070798,0.549309537
Georgia,Oconee County,0.65936904,0.324300699
Georgia,Oglethorpe County,0.687861272,0.299594146
Georgia,Paulding County,0.638578205,0.347883118
Georgia,Peach County,0.518294141,0.471901156
Georgia,Pickens County,0.822329984,0.164057023
Georgia,Pierce County,0.87301061,0.121573828
Georgia,Pike County,0.851399254,0.140391791
Georgia,Polk County,0.781021898,0.210241968
Georgia,Pulaski County,0.691056911,0.299827544
Georgia,Putnam County,0.699367356,0.290847744
Georgia,Quitman County,0.546112116,0.449367089
Georgia,Rabun County,0.781145485,0.20735786
Georgia,Randolph County,0.45250488,0.543591412
Georgia,Richmond County,0.307770985,0.679461249
Georgia,Rockdale County,0.291187397,0.699189903
Georgia,Schley County,0.791208791,0.203076923
Georgia,Screven County,0.590826795,0.401478576
Georgia,Seminole County,0.672245108,0.322863028
Georgia,Spalding County,0.599581618,0.391287024
Georgia,Stephens County,0.788220446,0.200673117
Georgia,Stewart County,0.402512563,0.593969849
Georgia,Sumter County,0.471769547,0.52
Georgia,Talbot County,0.395229983,0.600227144
Georgia,Taliaferro County,0.387931034,0.604525862
Georgia,Tattnall County,0.739704265,0.25186362
Georgia,Taylor County,0.629851524,0.361292003
Georgia,Telfair County,0.651973229,0.343180245
Georgia,Terrell County,0.453804348,0.538043478
Georgia,Thomas County,0.592779023,0.398480758
Georgia,Tift County,0.66228582,0.326843948
Georgia,Toombs County,0.721275426,0.269287154
Georgia,Towns County,0.800100263,0.194259932
Georgia,Treutlen County,0.68280793,0.309392265
Georgia,Troup County,0.603780492,0.385304003
Georgia,Turner County,0.619462025,0.371835443
Georgia,Twiggs County,0.53330333,0.459945995
Georgia,Union County,0.813046272,0.180012853
Georgia,Upson County,0.667028284,0.325532739
Georgia,Walker County,0.789466512,0.196531989
Georgia,Walton County,0.740620413,0.248204325
Georgia,Ware County,0.695109921,0.29671646
Georgia,Warren County,0.439834025,0.554130517
Georgia,Washington County,0.492969659,0.50005286
Georgia,Wayne County,0.781577712,0.210283299
Georgia,Webster County,0.538129496,0.45971223
Georgia,Wheeler County,0.692778993,0.301531729
Georgia,White County,0.824919006,0.162729482
Georgia,Whitfield County,0.697654166,0.290371741
Georgia,Wilcox County,0.732398659,0.262724779
Georgia,Wilkes County,0.561344204,0.429508849
Georgia,Wilkinson County,0.558490566,0.435010482
Georgia,Worth County,0.735595046,0.257942919
Hawaii,Hawaii County,0.306295124,0.668811351
Hawaii,Honolulu County,0.356592535,0.625124963
Hawaii,Kauai County,0.345762307,0.633638833
Hawaii,Maui County,0.311440797,0.665854963
Idaho,Ada County,0.503872562,0.464703592
Idaho,Adams County,0.750580046,0.228538283
Idaho,Bannock County,0.589866761,0.371198139
Idaho,Bear Lake County,0.879034691,0.105580694
Idaho,Benewah County,0.779810979,0.196460889
Idaho,Bingham County,0.761172489,0.205235394
Idaho,Blaine County,0.303356412,0.671207104
Idaho,Boise County,0.723029046,0.249792531
Idaho,Bonner County,0.671577947,0.303816906
Idaho,Bonneville County,0.700157422,0.263987406
Idaho,Boundary County,0.782037066,0.19325202
Idaho,Butte County,0.849469965,0.132862191
Idaho,Camas County,0.672413793,0.197612732
Idaho,Canyon County,0.682887724,0.286173953
Idaho,Caribou County,0.850702576,0.12617096
Idaho,Cassia County,0.82116523,0.15204071
Idaho,Clark County,0.848874598,0.131832797
Idaho,Clearwater County,0.781398506,0.19846119
Idaho,Custer County,0.762687112,0.220153341
Idaho,Elmore County,0.710044096,0.254875061
Idaho,Franklin County,0.87710084,0.098589436
Idaho,Fremont County,0.825718113,0.148534008
Idaho,Gem County,0.798453505,0.181060454
Idaho,Gooding County,0.770082645,0.207603306
Idaho,Idaho County,0.815038534,0.162570298
Idaho,Jefferson County,0.85366542,0.117194666
Idaho,Jerome County,0.733998976,0.242319508
Idaho,Kootenai County,0.699136607,0.270500011
Idaho,Latah County,0.460476422,0.49761789
Idaho,Lemhi County,0.758125791,0.217813423
Idaho,Lewis County,0.796256684,0.186631016
Idaho,Lincoln County,0.757216495,0.213402062
Idaho,Madison County,0.792367929,0.155797101
Idaho,Minidoka County,0.783810834,0.19391968
Idaho,Nez Perce County,0.655220108,0.318882053
Idaho,Oneida County,0.876376989,0.101591187
Idaho,Owyhee County,0.80535639,0.172079291
Idaho,Payette County,0.784733906,0.191357478
Idaho,Power County,0.685677252,0.280298121
Idaho,Shoshone County,0.696974707,0.279880972
Idaho,Teton County,0.450291476,0.522766661
Idaho,Twin Falls County,0.706025082,0.256025082
Idaho,Valley County,0.558827694,0.421350701
Idaho,Washington County,0.777320359,0.200785928
Illinois,Adams County,0.721750314,0.256295986
Illinois,Alexander County,0.566095238,0.424380952
Illinois,Bond County,0.692070539,0.280552473
Illinois,Boone County,0.557798314,0.42039559
Illinois,Brown County,0.764962346,0.19223147
Illinois,Bureau County,0.599231754,0.380921895
Illinois,Calhoun County,0.738344778,0.24358511
Illinois,Carroll County,0.636772421,0.341868599
Illinois,Cass County,0.68056338,0.303286385
Illinois,Champaign County,0.370051943,0.596306013
